City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Hamilton,US,39.1834,-84.5333,64.0,36,20,5.75,few clouds
464,Paamiut,GL,61.994,-49.6678,36.77,96,100,1.54,light rain
465,La Pintada,CO,5.7487,-75.6063,71.6,60,75,9.22,broken clouds
466,Tarquinia,IT,42.2482,11.7553,55.99,88,52,5.01,broken clouds
467,Nhulunbuy,AU,-12.2333,136.7667,75.2,94,75,3.44,broken clouds
468,Romodanovo,RU,54.4275,45.3296,38.55,69,9,16.6,clear sky
469,Batemans Bay,AU,-35.7167,150.1833,50.0,90,8,3.0,clear sky
470,Diego De Almagro,CL,-26.3667,-70.05,72.43,34,0,10.89,clear sky
471,Annau,TM,37.8876,58.516,68.0,45,0,4.61,clear sky
472,Anadyr,RU,64.75,177.4833,26.6,93,75,4.47,fog
473,Tevriz,RU,57.509,72.4042,45.16,54,100,9.51,overcast clouds
474,Papara,BR,-3.9839,-38.7273,84.99,70,0,9.22,clear sky
475,Samarinda,ID,-0.5,117.15,72.61,98,87,1.16,overcast clouds
476,Pacific Grove,US,36.6177,-121.9166,60.8,59,90,10.36,overcast clouds
477,Shiyan,CN,32.6475,110.7781,54.07,96,100,1.68,light rain
478,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.0,55,0,5.01,clear sky
479,Alofi,NU,-19.0595,-169.9187,82.4,78,40,3.44,light rain
480,Adrar,MR,20.5022,-10.0711,88.09,15,21,10.56,few clouds
481,Gao,ML,16.6362,1.637,91.51,5,5,7.83,clear sky
482,Sambava,MG,-14.2667,50.1667,74.14,88,95,8.03,overcast clouds
483,Lethem,GY,3.3803,-59.7968,84.29,65,100,7.23,overcast clouds
484,Djambala,CG,-2.5447,14.7533,71.2,82,14,0.98,few clouds
485,Zomba,MW,-15.386,35.3188,64.9,89,94,4.32,overcast clouds
486,Kinsale,IE,51.7075,-8.5306,48.0,61,20,9.22,few clouds
487,Hami,CN,42.8,93.45,41.02,20,90,6.11,overcast clouds
488,Lydenburg,ZA,-25.0978,30.4597,46.99,81,0,1.99,clear sky
489,Meulaboh,ID,4.1363,96.1285,76.87,86,82,4.36,broken clouds
490,Anamur,TR,36.0751,32.8369,60.8,88,0,3.44,clear sky
491,Koshurnikovo,RU,54.1667,93.3,30.65,99,100,2.71,light snow
492,Fort Nelson,CA,58.8053,-122.7002,51.8,22,20,4.61,few clouds
493,Plettenberg Bay,ZA,-34.0527,23.3716,66.22,71,100,5.23,overcast clouds
494,Maumere,ID,-8.6199,122.2111,79.72,72,98,8.05,overcast clouds
495,Aldan,RU,58.6031,125.3894,31.06,98,100,4.74,snow
496,Garden City,US,42.3256,-83.331,57.0,37,20,14.97,few clouds
497,Ratnagiri,IN,16.9833,73.3,81.12,78,10,1.21,clear sky
498,La Asuncion,VE,11.0333,-63.8628,95.0,43,11,23.02,few clouds
499,Sergeyevka,KZ,53.88,67.4158,47.5,57,78,7.78,broken clouds
500,Cabedelo,BR,-6.9811,-34.8339,80.6,78,0,12.66,clear sky
501,Yangjiang,CN,21.85,111.9667,74.39,90,100,7.99,overcast clouds
502,Xinzhou,CN,38.4092,112.7333,52.02,63,100,2.01,light rain
503,Melipilla,CL,-33.7,-71.2167,79.0,82,0,9.22,clear sky
504,Quatre Cocos,MU,-20.2078,57.7625,78.01,94,75,12.66,light rain
505,Wenling,CN,28.3669,121.36,62.01,80,68,6.38,broken clouds
506,Cam Ranh,VN,11.9214,109.1591,78.8,83,40,1.14,scattered clouds
507,Phayao,TH,19.25,100.25,74.79,85,100,0.85,light rain
508,Channel-Port Aux Basques,CA,47.5702,-59.1367,41.58,76,7,5.23,clear sky
509,Znamenskoye,RU,57.1281,73.8282,43.02,58,100,9.73,overcast clouds
510,Dunmore Town,BS,25.5,-76.65,78.66,81,6,10.58,clear sky
511,Jawa,JO,31.8525,35.9393,73.4,43,0,2.3,clear sky
512,Adana,TR,36.985,35.2881,66.2,82,75,1.3,broken clouds
513,Khorixas,NA,-20.3667,14.9667,69.06,51,37,6.4,scattered clouds
514,Kenora,CA,49.8167,-94.4337,46.4,27,75,16.11,broken clouds
515,Soligalich,RU,59.0778,42.2864,40.66,97,100,4.25,overcast clouds
516,Mahon,ES,39.8885,4.2658,59.0,82,0,14.97,clear sky
517,Roald,NO,62.5833,6.1333,37.99,75,75,6.91,broken clouds
518,Whyalla,AU,-33.0333,137.5833,48.2,93,37,2.3,scattered clouds
519,Saint-Augustin,CA,51.226,-58.6502,48.0,41,92,10.49,overcast clouds
520,Qazvin,IR,36.2797,50.0049,60.8,51,0,2.3,clear sky
521,Dehloran,IR,32.6941,47.2679,89.69,14,95,7.7,overcast clouds
522,Fairbanks,US,64.8378,-147.7164,55.4,32,1,0.69,clear sky
523,Palmer,US,42.1584,-72.3287,55.4,62,90,4.61,overcast clouds
524,Aranjuez,ES,40.0311,-3.6025,57.0,79,100,4.38,light rain
525,Walvis Bay,NA,-22.9575,14.5053,62.01,82,20,3.44,few clouds
526,Laguna,US,38.421,-121.4238,63.0,55,90,10.36,overcast clouds
527,Dakar,SN,14.6937,-17.4441,69.8,83,40,9.22,scattered clouds
528,Waingapu,ID,-9.6567,120.2641,76.05,78,76,8.48,broken clouds
529,Touros,BR,-5.1989,-35.4608,82.4,74,20,12.66,few clouds
530,Kandra,IN,22.85,86.05,85.5,22,3,4.34,clear sky
531,Novo Aripuana,BR,-5.1206,-60.3797,81.95,89,90,2.53,overcast clouds
532,Kalia,BD,23.0396,89.6328,81.27,58,57,7.56,broken clouds
533,Yeppoon,AU,-23.1333,150.7333,64.4,77,21,6.91,few clouds
534,Sehithwa,BW,-20.4667,22.7167,68.43,25,0,6.42,clear sky
535,Pierre,US,44.3683,-100.351,73.99,39,1,11.5,clear sky
536,Amurzet,RU,47.6967,131.0981,36.97,40,58,5.01,broken clouds
537,Paveh,IR,35.0434,46.3565,61.61,33,3,2.33,clear sky
538,Matata,NZ,-37.8833,176.75,54.0,97,100,5.17,overcast clouds
539,Cintalapa,MX,16.6951,-93.7272,93.29,35,26,12.01,scattered clouds
540,Ohringen,DE,49.2017,9.5039,48.2,49,15,12.66,few clouds
541,Tuatapere,NZ,-46.1333,167.6833,45.0,80,77,10.0,light rain
542,Husavik,IS,66.0449,-17.3389,37.4,93,90,14.97,overcast clouds
543,Belogorsk,RU,50.9158,128.4611,40.57,46,100,8.59,overcast clouds
544,Bilibino,RU,68.0546,166.4372,18.46,92,98,2.64,overcast clouds
545,Katangli,RU,51.7102,143.2326,21.94,80,9,3.18,clear sky
546,Uvat,RU,59.1433,68.8953,44.2,61,100,10.42,overcast clouds
547,Gatton,AU,-27.55,152.2833,55.0,93,23,1.61,mist
548,Aliwal North,ZA,-30.6937,26.7114,58.06,35,59,2.84,broken clouds
549,Tessalit,ML,20.1986,1.0114,92.59,6,0,7.34,clear sky
550,Moroni,KM,-11.7022,43.2551,79.41,79,95,3.11,light rain
551,Maceio,BR,-9.6658,-35.7353,80.6,74,0,8.05,clear sky
552,Ketchikan,US,55.3422,-131.6461,57.2,33,1,8.05,clear sky
553,Jasper,US,37.2001,-94.3502,75.2,35,1,19.57,clear sky
554,Yerazgavors,AM,40.7,43.75,50.0,87,75,6.91,light rain
555,Tateyama,JP,34.9833,139.8667,50.0,32,80,5.99,broken clouds
556,Oranjemund,NA,-28.55,16.4333,62.26,88,100,5.77,overcast clouds
557,Fandriana,MG,-20.2333,47.3833,60.64,95,100,2.48,overcast clouds
558,San Patricio,US,28.017,-97.5169,87.8,45,1,13.8,clear sky
559,Grand-Lahou,CI,5.1367,-5.0242,78.98,79,100,2.93,overcast clouds
560,Victor Harbor,AU,-35.5667,138.6167,55.0,93,5,2.42,clear sky
561,Bom Jesus,BR,-9.0744,-44.3586,80.1,71,100,3.18,light rain
562,Srbac,BA,45.0978,17.525,53.6,54,0,3.44,clear sky
563,Saint George,US,37.1041,-113.5841,80.6,10,1,28.77,clear sky
564,Ribeira Brava,PT,32.65,-17.0667,60.01,87,43,1.99,scattered clouds
565,Bierun,PL,50.09,19.0929,37.0,66,5,1.01,clear sky
566,Tayoltita,MX,24.0833,-105.9333,91.24,9,91,8.72,overcast clouds
567,Constantine,DZ,36.365,6.6147,66.2,55,0,2.3,clear sky
568,Sokol,RU,59.4617,40.1206,40.78,97,100,3.56,light rain
569,Spencer,US,43.1414,-95.1444,48.2,66,75,24.16,broken clouds
570,Lac Du Bonnet,CA,50.2536,-96.0612,46.99,86,100,7.0,overcast clouds
571,Le Port,RE,-20.9373,55.2919,75.2,83,75,19.57,broken clouds
572,Tura,IN,25.5198,90.2201,76.93,29,2,3.89,clear sky
573,Campbell River,CA,50.0163,-125.2446,50.0,93,90,6.91,mist
574,Puerto Carreno,CO,6.189,-67.4859,91.33,45,100,5.91,overcast clouds
575,Comodoro Rivadavia,AR,-45.8667,-67.5,68.0,49,0,9.22,clear sky
576,Gat,IL,31.61,34.7642,73.0,59,0,7.23,clear sky
577,Iwaki,JP,37.05,140.8833,36.0,69,0,1.01,clear sky
578,Santa Cruz,BO,-17.8,-63.1667,77.0,53,75,19.57,light rain
579,Puerto Madryn,AR,-42.7692,-65.0385,66.31,45,93,21.14,overcast clouds
580,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.0,40,1,6.91,clear sky
581,Dubbo,AU,-32.25,148.6167,41.0,87,0,10.36,clear sky
582,Kamina,CD,-8.7386,24.9906,62.56,87,91,1.19,overcast clouds
583,Hastings,GB,50.8552,0.5729,44.6,70,90,24.16,overcast clouds
584,Kenai,US,60.5544,-151.2583,51.8,43,1,5.75,clear sky
585,Itoman,JP,26.1247,127.6694,66.2,77,20,6.91,few clouds
586,Kulhudhuffushi,MV,6.6221,73.07,83.98,72,14,5.84,few clouds
587,Vila Velha,BR,-20.3297,-40.2925,82.99,74,40,5.75,scattered clouds
588,Saint-Leu,RE,-21.15,55.2833,78.8,73,40,20.71,scattered clouds
589,Bonavista,CA,48.6499,-53.1147,53.6,47,78,13.8,broken clouds
590,Cabatuan,PH,10.8794,122.486,75.7,80,43,3.89,scattered clouds
591,Severnyy-Kospashskiy,RU,59.0925,57.8008,37.99,92,100,1.99,overcast clouds
592,The Pas,CA,53.8251,-101.2541,46.4,29,40,14.97,scattered clouds
593,Namatanai,PG,-3.6667,152.4333,78.98,82,84,2.13,light rain
594,Sabang,ID,5.8933,95.3214,81.79,75,94,12.5,overcast clouds
595,Shimoda,JP,34.6667,138.95,57.2,41,40,12.66,scattered clouds
596,Pemangkat,ID,1.1667,108.9667,77.47,87,99,4.83,overcast clouds
597,Miri,MY,4.4148,114.0089,77.0,94,20,3.44,few clouds
598,Aksarka,RU,66.5606,67.7975,33.69,98,100,10.98,overcast clouds
599,Konstantinovka,RU,49.6167,127.9833,40.89,49,100,6.82,overcast clouds
600,Gigmoto,PH,13.7796,124.39,76.62,81,100,7.78,overcast clouds
601,Yasugi,JP,35.4333,133.25,51.8,46,20,14.97,few clouds
602,Anloga,GH,5.7947,0.8973,84.2,84,40,8.05,scattered clouds
603,Tiznit,MA,29.5833,-9.5,60.6,60,0,5.93,clear sky
604,Ballina,AU,-28.8667,153.5667,60.8,94,90,5.75,overcast clouds
605,Auki,SB,-8.7676,160.7034,79.23,87,58,0.83,broken clouds
606,Syracuse,IT,37.0881,15.2792,60.8,72,75,6.91,broken clouds
607,Labuhan,ID,-6.8844,112.2051,77.11,86,84,7.25,broken clouds
608,Gisborne,NZ,-38.6533,178.0042,50.0,86,3,1.99,clear sky
609,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.27,65,100,9.66,overcast clouds
610,Mwinilunga,ZM,-11.7358,24.4293,64.65,83,99,2.64,overcast clouds
611,Tshikapa,CD,-6.4167,20.8,71.47,94,96,2.39,light rain
612,Mandalgovi,MN,45.7625,106.2708,29.68,81,30,23.11,scattered clouds
613,Mustasaari,FI,63.1142,21.6822,34.0,86,90,20.71,light snow
614,Payson,US,40.0444,-111.7321,68.0,51,90,9.22,overcast clouds
615,Waipawa,NZ,-41.4122,175.5153,52.0,76,75,3.44,broken clouds
616,Beau Vallon,MU,-20.4189,57.6953,75.2,94,75,12.66,light rain
617,Aketi,CD,2.7388,23.7833,67.86,99,100,3.91,moderate rain
618,Colomi,BO,-17.35,-65.8667,73.4,31,20,9.22,few clouds
619,Rorvik,NO,64.8621,11.2373,37.4,65,75,4.61,broken clouds
620,Tautira,PF,-17.7333,-149.15,84.2,70,40,8.05,scattered clouds
621,Porto Novo,BJ,6.4965,2.6036,84.2,79,40,11.5,scattered clouds
622,Praya,CV,14.9215,-23.5087,71.6,68,40,17.27,scattered clouds
623,Tabas,IR,33.5959,56.9244,81.1,18,100,5.82,overcast clouds
624,Chuzhou,CN,32.3219,118.2978,60.15,98,100,4.23,light rain
625,Evensk,RU,61.95,159.2333,22.84,94,100,5.01,light snow
626,Mayo,US,38.8876,-76.5119,64.99,45,75,17.27,broken clouds
627,Sorland,NO,67.667,12.6934,35.6,87,75,4.61,broken clouds
628,Chokwe,MZ,-24.5333,32.9833,67.77,82,0,5.14,clear sky
629,Navalmoral De La Mata,ES,39.8916,-5.5406,52.0,93,44,1.99,moderate rain
630,Asyut,EG,27.181,31.1837,89.6,25,0,17.27,clear sky
631,Kaitangata,NZ,-46.2817,169.8464,37.0,73,84,4.0,broken clouds
632,Hongjiang,CN,27.11,109.9956,58.42,98,100,3.22,moderate rain
633,Novobirilyussy,RU,56.9514,90.6661,34.77,99,100,3.96,overcast clouds
634,Garissa,KE,-0.4536,39.6401,82.83,64,86,16.42,overcast clouds
635,Katobu,ID,-4.9408,122.5276,74.03,88,96,3.51,overcast clouds
636,Rio De Jesus,PA,7.9844,-81.1631,90.61,50,94,6.64,overcast clouds
637,Wamba,NG,8.9333,8.6,75.74,80,100,6.64,overcast clouds
638,Tsabong,BW,-26.0217,22.401,73.22,20,99,6.13,overcast clouds
639,Iquitos,PE,-3.7481,-73.2472,89.6,62,40,5.75,scattered clouds
640,Nachingwea,TZ,-10.3833,38.7667,68.83,98,94,2.42,overcast clouds
641,Cairo,EG,30.0626,31.2497,73.0,40,0,10.36,clear sky
642,Sicuani,PE,-14.2694,-71.2261,60.46,32,29,11.61,scattered clouds
643,Skelleftea,SE,64.7507,20.9528,37.4,48,90,10.36,overcast clouds
644,Saint-Georges,GD,12.0564,-61.7485,84.2,70,20,20.71,few clouds
645,Bertoua,CM,4.5833,13.6833,72.64,78,90,2.42,light rain
646,Nalut,LY,30.3333,10.85,76.19,18,9,14.83,clear sky
647,Moose Factory,CA,51.2585,-80.6094,30.2,51,20,16.11,few clouds
648,Makakilo City,US,21.3469,-158.0858,82.4,51,20,10.36,few clouds
649,Mwene-Ditu,CD,-7.0,23.45,68.09,92,63,2.01,light rain
650,Igarka,RU,67.4667,86.5833,4.3,99,92,7.87,overcast clouds
651,Ahipara,NZ,-35.1667,173.1667,59.14,80,65,7.02,broken clouds
652,Clarence Town,AU,-32.5833,151.7833,54.0,100,2,6.91,clear sky
653,Shieli,KZ,44.1667,66.75,59.61,37,100,9.31,overcast clouds
654,Chernyshevskiy,RU,63.0128,112.4714,25.5,99,100,3.15,overcast clouds
655,Chotila,IN,22.4167,71.1833,88.0,40,9,3.2,clear sky
656,Svetlogorsk,BY,52.6333,29.7333,32.56,76,10,6.13,clear sky
657,Havelock,US,34.8791,-76.9013,68.0,65,69,1.01,broken clouds
658,Pajapan,MX,18.25,-94.7,86.0,70,75,11.5,broken clouds
659,Iskateley,RU,67.6803,53.1512,39.11,89,100,7.34,overcast clouds
660,Jumla,NP,29.2747,82.1838,46.35,47,0,4.14,clear sky
661,Zandvoort,NL,52.3749,4.5341,44.01,65,0,10.36,clear sky
662,Abengourou,CI,6.7297,-3.4964,76.14,83,100,2.95,overcast clouds
663,Peremyshl,RU,54.2631,36.1606,35.6,60,68,6.71,broken clouds
664,Methoni,GR,36.8197,21.7049,60.01,87,1,4.61,clear sky
665,Uinskoye,RU,56.8817,56.5813,37.24,84,78,10.98,broken clouds
666,Bandarbeyla,SO,9.4942,50.8122,83.01,72,64,8.39,broken clouds
667,Cuenca,EC,-2.8833,-78.9833,73.4,43,40,11.5,light rain
668,Piacabucu,BR,-10.4056,-36.4344,79.68,78,8,7.56,clear sky
669,Gondar,ET,12.6,37.4667,66.22,54,88,5.35,overcast clouds
670,Maragogi,BR,-9.0122,-35.2225,79.14,79,6,7.25,clear sky
671,Cockburn Town,TC,21.4612,-71.1419,82.4,65,40,13.8,scattered clouds
672,Bitlis,TR,38.5,42.25,52.99,55,29,5.32,light rain
673,Jiwani,PK,25.05,61.7417,82.31,57,94,5.73,overcast clouds
674,Poso,ID,-1.3959,120.7524,75.81,86,89,5.32,overcast clouds
675,Durban,ZA,-29.8579,31.0292,70.0,94,0,1.14,clear sky
676,Sao Borja,BR,-28.6606,-56.0044,71.69,49,5,11.25,clear sky
677,Gambela,ET,8.25,34.5833,75.13,82,93,1.97,moderate rain
678,Bose,IT,45.4612,8.0137,64.0,63,100,2.08,overcast clouds
679,Kununurra,AU,-15.7667,128.7333,62.6,88,96,1.14,overcast clouds
680,Tres Arroyos,AR,-38.3739,-60.2798,60.35,73,100,5.19,overcast clouds
681,Shirokiy,RU,49.758,129.523,36.99,46,99,5.77,overcast clouds
682,Kyabe,TD,9.4515,18.9449,82.0,57,100,12.06,light rain
683,Kutum,SD,14.2,24.6667,80.82,15,18,7.87,few clouds
684,Basco,PH,20.4487,121.9702,75.85,74,84,19.73,broken clouds
685,Nueva Loja,EC,0.0847,-76.8828,73.4,100,90,10.36,overcast clouds
686,Atambua,ID,-9.1061,124.8925,68.92,83,14,5.21,few clouds
687,Senneterre,CA,48.3835,-77.2328,26.6,80,90,14.97,light snow
688,Dalvik,IS,65.9702,-18.5286,37.4,93,90,14.97,overcast clouds
689,Terrace Bay,CA,48.7834,-87.1,37.4,55,20,8.05,few clouds
690,Murgab,TM,37.4966,61.9714,69.8,46,75,6.91,broken clouds
691,Diamantino,BR,-14.4086,-56.4461,79.09,77,100,7.92,overcast clouds
692,Kampene,CD,-3.6,26.6667,68.31,97,93,1.61,overcast clouds
693,Mana,GF,5.6592,-53.7767,80.38,82,66,10.85,broken clouds
694,Srivardhan,IN,18.0333,73.0167,81.32,83,55,5.12,broken clouds
695,Abu Samrah,SY,35.3029,37.1841,71.92,42,59,5.46,broken clouds
